phrase,esco_uri,esco_label,cosine_sim,matched
phishing hackers forms,,,0.5112,False
phone,,,0.5982,False
phone 374 44,,,0.394,False
phonetic tonal,http://data.europa.eu/esco/skill/dc892a23-091b-486e-85b9-fe2989414796,phonetics,0.8364,True
phonetic tonal lexical,http://data.europa.eu/esco/skill/dc892a23-091b-486e-85b9-fe2989414796,phonetics,0.8016,True
phonetics grammar lexicology,http://data.europa.eu/esco/skill/dc892a23-091b-486e-85b9-fe2989414796,phonetics,0.7932,True
phonological,,,0.683,False
phonological morphological syntactic,,,0.6998,False
photo,,,0.6718,False
photoconductivity,,,0.6017,False
photodetectors emitters solar,,,0.5825,False
photonics,http://data.europa.eu/esco/skill/1f56f042-27cd-4ef0-8a57-28860af950e7,photonics,1.0,True
photoshop,http://data.europa.eu/esco/skill/14ced458-5f4b-495f-bd3d-9c240614bda0,Adobe Photoshop,0.9054,True
photoshop adobe illustrator,http://data.europa.eu/esco/skill/27b913f0-3c52-448b-ad27-fc6ef08fb326,Adobe Illustrator,0.8726,True
php,http://data.europa.eu/esco/skill/4350c38d-0fe9-4ca7-bab9-40ed7f72b04f,PHP,1.0,True
php developer,http://data.europa.eu/esco/skill/4350c38d-0fe9-4ca7-bab9-40ed7f72b04f,PHP,0.7663,True
php developer intetics,,,0.7022,False
php javascript,,,0.701,False
php javascript sql,,,0.5006,False
php laravel,,,0.6564,False
php laravel architect,,,0.5594,False
php laravel developers,,,0.5648,False
php pure,,,0.7149,False
php pure developer,,,0.6883,False
phpunit behat familiarity,,,0.3668,False
physical design,,,0.6801,False
physical design engineer,,,0.6831,False
physical electronics,http://data.europa.eu/esco/skill/95c35c3a-035f-47c2-90cf-7e934d20fc08,electronics,0.8192,True
physical mathematical,http://data.europa.eu/esco/skill/7e5a7bec-0e19-4a35-b27b-1c4a6d9c4de0,mathematical physics,0.8388,True
physical occurring,,,0.5634,False
physical phenomena,,,0.6838,False
physical properties,,,0.6876,False
physical training,http://data.europa.eu/esco/skill/c86dab1d-2ef6-4a05-b8da-d9312262ef36,carry out physical training,0.8433,True
physical verification,,,0.5779,False
physics,http://data.europa.eu/esco/skill/692ace70-7f97-4214-92bd-88f7637d8a44,physics,1.0,True
physics chemistry,http://data.europa.eu/esco/skill/cde9911c-f92e-4de1-811f-336e177ac4ce,chemistry,0.8251,True
physics chemistry biology,,,0.7434,False
physics comprehensive,,,0.6783,False
physics engineering,http://data.europa.eu/esco/skill/692ace70-7f97-4214-92bd-88f7637d8a44,physics,0.78,True
physics including,http://data.europa.eu/esco/skill/692ace70-7f97-4214-92bd-88f7637d8a44,physics,0.844,True
physics including realms,,,0.4966,False
physics introduce applications,,,0.6799,False
physics linear,,,0.6309,False
physics linear wave,,,0.473,False
physics mathematics,http://data.europa.eu/esco/skill/7e5a7bec-0e19-4a35-b27b-1c4a6d9c4de0,mathematical physics,0.9384,True
physics mathematics computer,http://data.europa.eu/esco/skill/896c43c3-0af9-41e3-867b-56b1ffda0b3e,computational physics,0.7616,True
physics microcosm introduce,,,0.681,False
physics optical phenomena,,,0.6729,False
physics ordinary differential,,,0.484,False
physics particular importance,,,0.7358,False
physics phds university,,,0.5105,False
physics physical,http://data.europa.eu/esco/skill/692ace70-7f97-4214-92bd-88f7637d8a44,physics,0.8721,True
physics realms,,,0.5717,False
physics realms feedback,,,0.4506,False
physics semiconductor,http://data.europa.eu/esco/skill/e5e17773-3a63-40c5-99e4-10e036cf7b99,semiconductors,0.8286,True
physics semiconductor devices,http://data.europa.eu/esco/skill/e5e17773-3a63-40c5-99e4-10e036cf7b99,semiconductors,0.7725,True
physics semiconductors,http://data.europa.eu/esco/skill/e5e17773-3a63-40c5-99e4-10e036cf7b99,semiconductors,0.8739,True
physics thermodynamics introduce,http://data.europa.eu/esco/skill/857e8624-4db0-4725-a758-5914bd8cc350,thermodynamics,0.8671,True
physics thermodynamics teach,,,0.7396,False
physics various,http://data.europa.eu/esco/skill/692ace70-7f97-4214-92bd-88f7637d8a44,physics,0.8672,True
physiology course aims,,,0.62,False
piece,,,0.4928,False
piece multi billion,,,0.3967,False
pilot center establish,,,0.6544,False
pilot projects rollouts,,,0.6218,False
pilots,,,0.7349,False
pims requirements,,,0.4053,False
pioneering,,,0.4704,False
pioneers navigation mapping,,,0.6653,False
pipeline,http://data.europa.eu/esco/skill/c1d7a6df-92e8-4b2f-9259-e04dd7242be3,types of pipelines,0.7851,True
pipeline applying nosql,,,0.6235,False
pipeline data,http://data.europa.eu/esco/skill/484d048c-a5d1-46a5-b57f-45b69c0ac552,analyse pipeline database information,0.8368,True
pipeline development,http://data.europa.eu/esco/skill/981f770c-24f1-4711-afc0-13a6fa1a33ab,create designs for pipeline engineering,0.8012,True
pipeline management consistent,http://data.europa.eu/esco/skill/eb6b7a26-69ab-43f5-9ab4-d09f8904f8e0,follow up pipeline integrity management priorities,0.7608,True
pipeline responsibilities,http://data.europa.eu/esco/skill/eb6b7a26-69ab-43f5-9ab4-d09f8904f8e0,follow up pipeline integrity management priorities,0.7642,True
pipelines,http://data.europa.eu/esco/skill/c1d7a6df-92e8-4b2f-9259-e04dd7242be3,types of pipelines,0.8342,True
pipelines ai workflows,,,0.6308,False
pipelines automation,http://data.europa.eu/esco/skill/6a0aab53-6246-41e8-a910-e7a13f314860,test pipeline infrastructure operations,0.7517,True
pipelines collaborate data,,,0.7016,False
pipelines data flows,http://data.europa.eu/esco/skill/484d048c-a5d1-46a5-b57f-45b69c0ac552,analyse pipeline database information,0.7665,True
pipelines develop optimize,,,0.7361,False
pipelines devops,http://data.europa.eu/esco/skill/6a0aab53-6246-41e8-a910-e7a13f314860,test pipeline infrastructure operations,0.7722,True
pipelines e.g,http://data.europa.eu/esco/skill/c1d7a6df-92e8-4b2f-9259-e04dd7242be3,types of pipelines,0.8682,True
pipelines ensure data,,,0.7263,False
pipelines ensuring platform,,,0.7308,False
pipelines etl processes,,,0.645,False
pipelines experience cloud,,,0.6486,False
pipelines github,,,0.6278,False
pipelines gitlab,,,0.6294,False
pipelines gitops workflows,,,0.6444,False
pipelines global,,,0.7431,False
pipelines jenkins,,,0.6994,False
pipelines jenkins docker,,,0.5927,False
pipelines month deliver,,,0.6288,False
pipelines notifications,,,0.6355,False
pipelines partner bookings,,,0.5623,False
pipelines processing molecular,,,0.6683,False
pipelines support,http://data.europa.eu/esco/skill/c1d7a6df-92e8-4b2f-9259-e04dd7242be3,types of pipelines,0.7888,True
pipelines team,,,0.7087,False
pipelines testing frameworks,http://data.europa.eu/esco/skill/6a0aab53-6246-41e8-a910-e7a13f314860,test pipeline infrastructure operations,0.8303,True
pipelines using github,,,0.6202,False
pipelinesexperience fintech,,,0.6718,False
pipelinesmaven gitunit,,,0.5998,False
pit boss에게 보고합니다,,,0.4272,False
pit gold adverse,,,0.4135,False
pivot tables,,,0.5552,False
pivotal integrity,,,0.4651,False
pixijs,,,0.3516,False
pixijs plus department,,,0.3802,False
pixpuzz brain training,,,0.4176,False
placed,,,0.3955,False
placements,,,0.4831,False
placements sponsored,,,0.6295,False
plagiarism responsibilities proofread,,,0.6332,False
plan execute,,,0.7187,False
plan execute marketing,http://data.europa.eu/esco/skill/d5493cca-ee21-4e43-8bcd-ec38680746cc,execute marketing plan,0.9506,True
plan frontline roles,,,0.5758,False
plan roadmap oversee,,,0.6219,False
plan timelinekeep,,,0.7181,False
plane,,,0.5887,False
plane forces,,,0.6446,False
plane forces static,,,0.5615,False
plane studied,,,0.5492,False
planet ops accounting,,,0.6183,False
planetary motion collisions,,,0.3685,False
planned starting depth,,,0.4895,False
planners,http://data.europa.eu/esco/skill/7f18039d-dfae-471b-9daa-507f6b2d2842,urban planning,0.7704,True
planning,http://data.europa.eu/esco/skill/7f18039d-dfae-471b-9daa-507f6b2d2842,urban planning,0.7856,True
planning analysis,,,0.7283,False
planning analysis documentation,,,0.6231,False
planning bi tool,,,0.5752,False
planning complex,,,0.7138,False
planning control business,,,0.6477,False
planning daily stand,,,0.5127,False
planning delivery,,,0.6634,False
planning delivery skills,,,0.5654,False
planning department բյուջետավորման,,,0.6072,False
planning develop,,,0.7223,False
planning development,,,0.7489,False
planning execution,,,0.6669,False
planning execution advise,,,0.6354,False
planning execution delivery,,,0.628,False
planning logistics,http://data.europa.eu/esco/skill/e843973c-23dd-416a-8a9c-9e89512542fb,logistics,0.7988,True
planning maintain monitor,,,0.6903,False
planning methods acquaint,,,0.6817,False
planning methods aim,,,0.7116,False
planning planning uncertain,,,0.696,False
planning playing games,,,0.7006,False
planning pre launch,,,0.5329,False
planning process,,,0.747,False
planning reasoning,,,0.6971,False
planning respond rapidly,,,0.6777,False
planning sales,http://data.europa.eu/esco/skill/e7219848-a27a-4bf4-8775-d367707be7c9,sales strategies,0.8263,True
planning scientific,,,0.6805,False
planning scientific research,http://data.europa.eu/esco/skill/4fabca9a-7435-4f33-b1da-3cdb00340fdc,perform scientific research,0.8173,True
planning skills,,,0.6284,False
planning workspace setup,,,0.6162,False
plans achieving planned,,,0.7187,False
plans conduct,,,0.725,False
plans schedules,http://data.europa.eu/esco/skill/c73ea1b8-e121-4f91-b8f0-dee4ee28d6ec,plan schedule,0.9102,True
plans schedules budgets,http://data.europa.eu/esco/skill/c73ea1b8-e121-4f91-b8f0-dee4ee28d6ec,plan schedule,0.7786,True
plans technical briefscollaborate,,,0.5938,False
plans timelines,,,0.7381,False
plant,,,0.7043,False
plants,http://data.europa.eu/esco/skill/a281365c-a432-4e82-97ce-2dcc4907685f,plant trees,0.797,True
plastic,http://data.europa.eu/esco/skill/9c66b182-96ec-43b3-8821-2aeb7df66f12,types of plastic,0.7609,True
platform,,,0.7437,False
platform 3d cad,http://data.europa.eu/esco/skill/a2b5dcf3-5b6a-453d-876c-cff540c0faf1,CAD software,0.7755,True
platform addition engineer,,,0.635,False
platform based terraform,,,0.4725,False
platform btp hana,,,0.3675,False
platform capabilities establish,,,0.7056,False
platform contribute,,,0.5499,False
platform core,,,0.6478,False
platform data,,,0.6561,False
platform data processing,,,0.657,False
platform development 3rd,,,0.6996,False
platform enables,,,0.6146,False
platform enables companies,,,0.6536,False
platform enables miro,,,0.4481,False
platform engineer,,,0.7058,False
platform engineering employment,,,0.6775,False
platform evolution,,,0.6567,False
platform gitlab,,,0.4078,False
platform google workspace,,,0.5571,False
platform grows automate,,,0.6086,False
platform helps residential,,,0.531,False
platform integrating,,,0.6673,False
platform issues,,,0.5813,False
platform manage optimize,,,0.5686,False
platform moderate alumni,,,0.4439,False
platform orchestrators exploratory,,,0.6365,False
platform participate,,,0.5992,False
platform presence,,,0.6669,False
platform products,http://data.europa.eu/esco/skill/117373c8-f04b-4fff-8683-aebe36edac81,hardware platforms,0.7531,True
platform regarding resolution,,,0.5693,False
platform release engineering,,,0.6411,False
platform roadmap,,,0.6613,False
platform seamless,,,0.6023,False
platform security,,,0.6581,False
platform security enterprise,,,0.6536,False
platform success,,,0.6006,False
platform technical products,http://data.europa.eu/esco/skill/117373c8-f04b-4fff-8683-aebe36edac81,hardware platforms,0.7513,True
platform using,,,0.7446,False
platform using php,,,0.6826,False
platformexperience,,,0.6238,False
platforms,http://data.europa.eu/esco/skill/117373c8-f04b-4fff-8683-aebe36edac81,hardware platforms,0.8244,True
platforms aws gcp,,,0.5122,False
platforms azure,,,0.5174,False
platforms azure aws,,,0.5218,False
platforms bloomberg reuters,,,0.4265,False
platforms cisco core,,,0.6178,False
platforms digital,,,0.6711,False
platforms examples,http://data.europa.eu/esco/skill/117373c8-f04b-4fff-8683-aebe36edac81,hardware platforms,0.7523,True
platforms like raspberry,http://data.europa.eu/esco/skill/117373c8-f04b-4fff-8683-aebe36edac81,hardware platforms,0.7673,True
platforms product,http://data.europa.eu/esco/skill/117373c8-f04b-4fff-8683-aebe36edac81,hardware platforms,0.7718,True
platforms proxmox,,,0.5338,False
platforms testing delivery,,,0.551,False
platforms tooling working,,,0.6729,False
platformslead technical strategy,,,0.6532,False
platformsmanage develop,,,0.669,False
platformsupport talk external,,,0.4403,False
play foundational role,,,0.5296,False
play hard imagine,,,0.5194,False
play pivotal role,,,0.5671,False
play sports data,,,0.6972,False
playbooks l1 l2,,,0.4568,False
player,,,0.5446,False
player activities,,,0.6706,False
player activities monitor,,,0.7237,False
player activitiesmonitor,,,0.6011,False
player behavior,,,0.7123,False
player behavior financial,,,0.5888,False
player conversion retention,,,0.4665,False
player financial,,,0.6042,False
player identify,,,0.4967,False
player mindset,,,0.679,False
player motivations,,,0.7467,False
player satisfaction oversee,,,0.5143,False
players,,,0.5668,False
players company websiterespond,,,0.4325,False
players globally thrive,,,0.5377,False
players love,,,0.4865,False
players worldwide,,,0.5327,False
players worldwide role,,,0.5337,False
playing,,,0.5805,False
playrix emea,,,0.3871,False
playrix https,,,0.3506,False
playrix https playrix.com,,,0.3965,False
playrix unity,,,0.4302,False
playrix.com,,,0.4302,False
playrix.com privacy,,,0.5726,False
playrix.com privacy playrix.com,,,0.4996,False
plays,,,0.6992,False
plays pivotal integrity,,,0.5084,False
plays social,,,0.584,False
plays social spiritual,,,0.6096,False
playwright,http://data.europa.eu/esco/skill/2d3552aa-08da-4aad-9942-675be826a212,work with playwrights,0.8429,True
playwright enhance testing,,,0.6652,False
playwright typescript,,,0.7171,False
playwright typescript use,,,0.732,False
plc,,,0.4839,False
pleasant informal,,,0.4732,False
plethora,,,0.5212,False
pln,,,0.4205,False
pln pln,,,0.4118,False
pln pln pln,,,0.3721,False
plots,,,0.6362,False
plugins,,,0.5249,False
plumbing,http://data.europa.eu/esco/skill/0f58f88f-d46d-45d7-b0a1-46364e5f7013,plumbing tools,0.7989,True
plus computer science,,,0.7157,False
plus interested,,,0.3198,False
plus.strong,,,0.3051,False
pm new york,,,0.3007,False
